opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value
S02S3TVE,Vicki Laflamme,GTX Plus Basic,Plusstrip,Won,2017-06-10,2017-06-21,1118.0
34YT99YN,Vicki Laflamme,GTX Plus Pro,Dalttechnology,Won,2017-06-10,2017-08-23,6094.0
N33B6LND,Wilburn Farren,MG Special,Gekko & Co,Lost,2017-06-10,2017-08-22,0.0
RUAU1ORD,Zane Levy,GTX Basic,,Engaging,2017-06-10,,
C7NBDKVV,Zane Levy,GTX Basic,Nam-zim,Won,2017-06-10,2017-08-06,556.0
9YVSYSE8,Anna Snelling,GTX Basic,Globex Corporation,Lost,2017-06-11,2017-09-16,0.0
VUF34IPC,Anna Snelling,MG Special,Rangreen,Won,2017-06-11,2017-09-13,49.0
ONUWPAJM,Cassey Cress,GTX Plus Basic,Silis,Lost,2017-06-11,2017-09-11,0.0
A50JWKFS,Cecily Lampkin,GTX Plus Basic,Streethex,Won,2017-06-11,2017-09-25,1001.0
JP72AC6I,Corliss Cosme,MG Advanced,The New York Inquirer,Won,2017-06-11,2017-09-16,3777.0
9SZTURAF,Daniell Hammack,GTX Plus Basic,Initech,Won,2017-06-11,2017-08-17,892.0
LB8UE159,Daniell Hammack,GTX Plus Pro,Iselectrics,Won,2017-06-11,2017-06-19,5353.0
QYWZZ16B,Darcel Schlecht,GTX Pro,Betatech,Won,2017-06-11,2017-06-24,4410.0
IJNOVBGU,Darcel Schlecht,MG Advanced,Konmatfix,Won,2017-06-11,2017-09-03,3768.0
KYL4UFG5,Donn Cantrell,GTX Basic,Bluth Company,Lost,2017-06-11,2017-08-29,0.0
QFBITAKR,James Ascencio,GTX Basic,J-Texon,Won,2017-06-11,2017-08-10,507.0
VSZ4UVVN,Jonathan Berthelot,GTX Plus Basic,Zumgoity,Won,2017-06-11,2017-09-20,1144.0
31C5DVJT,Kary Hendrixson,MG Special,Cheers,Won,2017-06-11,2017-09-22,44.0
EG3KHGPL,Lajuana Vencill,MG Advanced,Treequote,Won,2017-06-11,2017-06-27,3470.0
ZI89S9HC,Markita Hansen,MG Advanced,Dalttechnology,Engaging,2017-06-11,,
LSJ2A8ZX,Markita Hansen,GTK 500,Cheers,Won,2017-06-11,2017-09-26,29166.0
9D06AK8T,Markita Hansen,GTX Plus Basic,Kan-code,Won,2017-06-11,2017-08-10,1045.0
PPXIWYMT,Maureen Marcano,GTX Plus Basic,Fasehatice,Won,2017-06-11,2017-09-12,951.0
5653N8BM,Rosie Papadopoulos,GTX Plus Basic,Zoomit,Engaging,2017-06-11,,
YWKJW726,Versie Hillebrand,MG Special,Stanredtax,Won,2017-06-11,2017-08-20,43.0
ZVT9J7V1,Versie Hillebrand,MG Special,Zumgoity,Won,2017-06-11,2017-06-15,55.0
477HSG28,Vicki Laflamme,GTX Basic,,Engaging,2017-06-11,,
NOBIC0PD,Cassey Cress,GTX Pro,Kan-code,Won,2017-06-12,2017-08-17,4294.0
UKECBJV5,Cecily Lampkin,GTX Plus Pro,Streethex,Won,2017-06-12,2017-08-29,4961.0
YT34YUZN,Corliss Cosme,GTX Pro,Betasoloin,Engaging,2017-06-12,,
UWVT8M2Y,Corliss Cosme,GTX Basic,Iselectrics,Lost,2017-06-12,2017-08-18,0.0
FU00L2Y2,Daniell Hammack,GTX Pro,Ontomedia,Won,2017-06-12,2017-09-23,4506.0
518D68L9,Donn Cantrell,GTX Pro,Zencorporation,Lost,2017-06-12,2017-06-26,0.0
AOZKTGZG,Elease Gluck,GTX Basic,Singletechno,Won,2017-06-12,2017-08-22,608.0
TKN1L8EX,Garret Kinder,GTX Plus Basic,Zathunicon,Won,2017-06-12,2017-09-20,851.0
9GQ6HQLK,Gladys Colclough,GTX Plus Basic,Inity,Won,2017-06-12,2017-09-20,1143.0
0RL4RHQJ,Gladys Colclough,GTX Plus Pro,Globex Corporation,Won,2017-06-12,2017-06-25,6365.0
ZE9WX1Q9,Hayden Neloms,MG Special,Fasehatice,Won,2017-06-12,2017-08-21,54.0
MCA0202R,Kary Hendrixson,GTX Basic,,Engaging,2017-06-12,,
QY6MB3QJ,Kary Hendrixson,GTX Basic,Sunnamplex,Lost,2017-06-12,2017-08-14,0.0
RUYLZD4O,Kary Hendrixson,GTX Pro,Sonron,Won,2017-06-12,2017-06-29,4798.0
BOVKZHAZ,Markita Hansen,MG Special,Doncon,Lost,2017-06-12,2017-08-29,0.0
3X5BD9NU,Markita Hansen,GTX Pro,Fasehatice,Won,2017-06-12,2017-06-25,4733.0
YT8YYRTU,Maureen Marcano,GTX Plus Basic,Cheers,Won,2017-06-12,2017-08-29,1250.0
6V7OMXY5,Maureen Marcano,GTX Plus Pro,Faxquote,Won,2017-06-12,2017-09-01,5966.0
0TR3RU8A,Niesha Huffines,MG Special,Domzoom,Won,2017-06-12,2017-09-10,61.0
3A7G5K0E,Rosalina Dieter,GTX Basic,,Engaging,2017-06-12,,
WWCMITY9,Rosalina Dieter,GTX Pro,Funholding,Engaging,2017-06-12,,
TNWCER5C,Rosie Papadopoulos,GTX Plus Basic,,Engaging,2017-06-12,,
GTOKTXRA,Vicki Laflamme,MG Special,Scotfind,Won,2017-06-12,2017-09-20,48.0
SE6OIGYN,Violet Mclelland,GTX Plus Basic,Isdom,Engaging,2017-06-12,,
PBJ01MRE,Violet Mclelland,MG Special,Zathunicon,Won,2017-06-12,2017-09-21,53.0
L2NXQFPN,Zane Levy,MG Special,Cheers,Lost,2017-06-12,2017-06-20,0.0
0XWCTQL2,Zane Levy,MG Special,Doncon,Won,2017-06-12,2017-08-18,51.0
SY72RAK2,Zane Levy,MG Advanced,Cheers,Won,2017-06-12,2017-09-04,3314.0
38YQ4771,Anna Snelling,MG Advanced,Treequote,Lost,2017-06-13,2017-08-20,0.0
K7FBRQCA,Anna Snelling,MG Special,Genco Pura Olive Oil Company,Won,2017-06-13,2017-09-25,64.0
F4V2FXK0,Anna Snelling,MG Special,Isdom,Won,2017-06-13,2017-06-24,58.0
WTAM4BED,Cassey Cress,MG Special,,Engaging,2017-06-13,,
FZNEISTX,Cassey Cress,GTX Plus Basic,Mathtouch,Lost,2017-06-13,2017-08-22,0.0
S34T8KPW,Cassey Cress,GTX Plus Pro,Massive Dynamic,Won,2017-06-13,2017-08-04,4598.0
5F40OSXS,Cassey Cress,MG Advanced,Mathtouch,Won,2017-06-13,2017-06-19,3424.0
AILF7GOP,Cassey Cress,MG Advanced,Umbrella Corporation,Won,2017-06-13,2017-09-30,3399.0
LMJINVRQ,Daniell Hammack,GTX Plus Basic,Betasoloin,Lost,2017-06-13,2017-09-07,0.0
MHPI0ZW1,Darcel Schlecht,GTX Basic,Konmatfix,Lost,2017-06-13,2017-09-04,0.0
WJ81WITC,Darcel Schlecht,GTX Plus Pro,Betatech,Lost,2017-06-13,2017-08-16,0.0
AIAX4W1O,Darcel Schlecht,GTX Pro,Treequote,Won,2017-06-13,2017-09-10,5322.0
DFSRHCXU,Donn Cantrell,GTX Basic,Donquadtech,Won,2017-06-13,2017-08-28,496.0
1VFUCUWA,Garret Kinder,MG Advanced,Bubba Gump,Won,2017-06-13,2017-08-27,3279.0
3IIDRUGI,Gladys Colclough,MG Special,Scottech,Lost,2017-06-13,2017-09-28,0.0
3VLKZISJ,James Ascencio,MG Special,Scotfind,Won,2017-06-13,2017-06-27,68.0
2GN2TRVV,Jonathan Berthelot,GTX Basic,Treequote,Lost,2017-06-13,2017-08-23,0.0
7HSRDCCK,Kary Hendrixson,GTX Plus Pro,,Engaging,2017-06-13,,
WA4TPQ5U,Maureen Marcano,GTX Plus Basic,Zoomit,Engaging,2017-06-13,,
9C9GO9XO,Niesha Huffines,GTX Plus Basic,Funholding,Lost,2017-06-13,2017-08-21,0.0
ULES5Z21,Versie Hillebrand,MG Special,Bioholding,Won,2017-06-13,2017-06-15,59.0
IITSDWWL,Vicki Laflamme,MG Advanced,Fasehatice,Won,2017-06-13,2017-06-26,3205.0
8GYH6R9J,Wilburn Farren,GTX Basic,Mathtouch,Lost,2017-06-13,2017-06-27,0.0
C7ODMOS2,Zane Levy,MG Advanced,,Engaging,2017-06-13,,
8X890G2T,Anna Snelling,MG Special,Globex Corporation,Won,2017-06-14,2017-06-23,55.0
74YVUL52,Cassey Cress,GTX Basic,Bubba Gump,Lost,2017-06-14,2017-09-17,0.0
JS5N8USN,Corliss Cosme,GTX Plus Basic,,Engaging,2017-06-14,,
HH4I6PAY,Corliss Cosme,GTX Basic,Ganjaflex,Won,2017-06-14,2017-09-02,525.0
TAGD6XU9,Darcel Schlecht,MG Advanced,Isdom,Won,2017-06-14,2017-08-25,3455.0
IIREXAQX,Elease Gluck,MG Advanced,Faxquote,Won,2017-06-14,2017-06-25,3110.0
8GISH3I9,Garret Kinder,MG Special,Kinnamplus,Lost,2017-06-14,2017-06-27,0.0
6M89XBL0,Hayden Neloms,GTX Plus Pro,Scotfind,Won,2017-06-14,2017-09-11,5053.0
YT2QLCVS,Hayden Neloms,MG Advanced,Groovestreet,Won,2017-06-14,2017-06-28,3539.0
3VC45PML,James Ascencio,GTX Basic,,Engaging,2017-06-14,,
4ICL09BD,Jonathan Berthelot,GTX Basic,Rundofase,Won,2017-06-14,2017-08-23,580.0
YWWVWOO4,Kami Bicknell,MG Advanced,Rantouch,Lost,2017-06-14,2017-06-20,0.0
8TTFFCIK,Lajuana Vencill,MG Advanced,Warephase,Won,2017-06-14,2017-06-17,3468.0
5URQT67R,Markita Hansen,GTK 500,Treequote,Engaging,2017-06-14,,
YX4E972E,Markita Hansen,GTX Pro,Conecom,Engaging,2017-06-14,,
OG13XT4P,Niesha Huffines,MG Special,Ron-tech,Won,2017-06-14,2017-09-19,54.0
ZYRRGSQK,Reed Clapper,MG Advanced,Bluth Company,Lost,2017-06-14,2017-06-27,0.0
0LDX9VLO,Versie Hillebrand,MG Special,Scottech,Lost,2017-06-14,2017-08-11,0.0
XFFFWJQH,Violet Mclelland,MG Special,Gekko & Co,Lost,2017-06-14,2017-08-20,0.0
KRSNQKC6,Boris Faz,GTX Plus Pro,Zotware,Won,2017-06-15,2017-06-28,6040.0
YY39ZQNV,Cassey Cress,GTX Pro,The New York Inquirer,Won,2017-06-15,2017-09-01,5857.0
YHVY1LHH,Cecily Lampkin,MG Advanced,dambase,Won,2017-06-15,2017-06-25,3785.0
2BG4ZR42,Corliss Cosme,GTX Plus Basic,Zathunicon,Lost,2017-06-15,2017-09-19,0.0
QQCIN1M4,Daniell Hammack,GTX Basic,Initech,Won,2017-06-15,2017-06-26,420.0
KIMW6PXN,Daniell Hammack,GTX Pro,Xx-zobam,Won,2017-06-15,2017-06-20,4939.0
AKFNIQR0,Darcel Schlecht,GTX Pro,Scottech,Won,2017-06-15,2017-06-30,4564.0
D5LEL3HF,Darcel Schlecht,MG Advanced,Rangreen,Won,2017-06-15,2017-09-09,2683.0
6X4EEUGA,Elease Gluck,GTK 500,Cheers,Won,2017-06-15,2017-06-30,25464.0
KTSB1KYT,Jonathan Berthelot,GTX Basic,Hottechi,Won,2017-06-15,2017-09-09,460.0
RB7IA4JX,Jonathan Berthelot,GTX Basic,Rundofase,Won,2017-06-15,2017-06-28,546.0
M4HY664H,Jonathan Berthelot,GTX Plus Basic,Conecom,Won,2017-06-15,2017-09-25,918.0
D2C191IK,Lajuana Vencill,MG Advanced,Domzoom,Lost,2017-06-15,2017-06-29,0.0
I2V3EPW7,Lajuana Vencill,MG Advanced,Toughzap,Won,2017-06-15,2017-08-02,3018.0
RB8LSFVK,Markita Hansen,MG Special,Sonron,Won,2017-06-15,2017-08-24,52.0
ZU3GICE9,Maureen Marcano,GTX Basic,,Engaging,2017-06-15,,
7SYJDW4L,Reed Clapper,MG Special,Bioplex,Won,2017-06-15,2017-08-04,50.0
OXNWRI4I,Rosalina Dieter,MG Special,,Engaging,2017-06-15,,
O7E0302B,Rosie Papadopoulos,GTX Basic,Xx-zobam,Won,2017-06-15,2017-09-13,524.0
U11XXNCF,Rosie Papadopoulos,MG Advanced,Xx-zobam,Won,2017-06-15,2017-06-29,3306.0
HKV37WU9,Vicki Laflamme,GTX Basic,,Engaging,2017-06-15,,
73FYEJQV,Vicki Laflamme,MG Special,Hatfan,Won,2017-06-15,2017-06-22,54.0
C4CQ8FZL,Vicki Laflamme,MG Special,Hottechi,Won,2017-06-15,2017-06-28,53.0
OJ1WKIVY,Wilburn Farren,GTX Basic,Zencorporation,Won,2017-06-15,2017-08-29,514.0
YXXWQA4G,Zane Levy,MG Advanced,,Engaging,2017-06-15,,
L1YN7LDL,Cassey Cress,MG Special,Bluth Company,Engaging,2017-06-16,,
N9ZXCBTU,Daniell Hammack,GTX Plus Basic,Konex,Won,2017-06-16,2017-06-25,985.0
RLHNJZBW,Darcel Schlecht,GTX Pro,Conecom,Won,2017-06-16,2017-08-11,5843.0
GKHTT70P,Darcel Schlecht,GTX Pro,Genco Pura Olive Oil Company,Won,2017-06-16,2017-09-17,4577.0
GL8PN4LQ,Darcel Schlecht,MG Advanced,Isdom,Won,2017-06-16,2017-06-24,3323.0
TTVQT1YD,Donn Cantrell,MG Advanced,Betasoloin,Lost,2017-06-16,2017-08-31,0.0
NOHEK8PU,Donn Cantrell,GTX Basic,Ontomedia,Won,2017-06-16,2017-09-17,483.0
56AN1DXW,Garret Kinder,GTX Basic,Initech,Lost,2017-06-16,2017-08-22,0.0
WB44DF28,Garret Kinder,GTX Pro,Vehement Capital Partners,Won,2017-06-16,2017-09-18,5206.0
DJ60T39C,Gladys Colclough,MG Advanced,Finhigh,Won,2017-06-16,2017-09-04,3621.0
52H2CE10,Kami Bicknell,GTX Pro,Faxquote,Won,2017-06-16,2017-06-25,4756.0
PVDGIYSB,Lajuana Vencill,GTX Plus Basic,Isdom,Lost,2017-06-16,2017-08-29,0.0
F57Z7KJF,Lajuana Vencill,MG Advanced,Stanredtax,Won,2017-06-16,2017-06-24,3228.0
NEFPSWOJ,Markita Hansen,GTX Plus Basic,Toughzap,Engaging,2017-06-16,,
ZGSQMEQ9,Niesha Huffines,GTX Plus Basic,Bioholding,Won,2017-06-16,2017-09-17,1063.0
FM1RH52B,Reed Clapper,GTX Plus Basic,Yearin,Lost,2017-06-16,2017-08-19,0.0
PFKDTEYU,Rosie Papadopoulos,GTX Pro,Xx-zobam,Engaging,2017-06-16,,
3C5GNT3Q,Vicki Laflamme,MG Special,,Engaging,2017-06-16,,
0LRVHITK,Violet Mclelland,MG Special,,Engaging,2017-06-16,,
3NM7A8SX,Zane Levy,MG Advanced,Newex,Won,2017-06-16,2017-06-27,4234.0
1XWQZ1F8,Cassey Cress,GTX Plus Basic,Plussunin,Won,2017-06-17,2017-09-16,1198.0
LXGNXNX1,Corliss Cosme,GTX Pro,Sumace,Won,2017-06-17,2017-09-09,4960.0
YQK2K6U5,Darcel Schlecht,GTX Basic,Betatech,Won,2017-06-17,2017-08-22,576.0
FROU0UKW,Darcel Schlecht,GTX Plus Pro,Globex Corporation,Won,2017-06-17,2017-08-25,5614.0
SD8JJSKT,Darcel Schlecht,MG Advanced,Streethex,Won,2017-06-17,2017-08-30,3422.0
HABN7JBG,Elease Gluck,GTX Basic,Rantouch,Engaging,2017-06-17,,
2O76H591,James Ascencio,MG Advanced,,Engaging,2017-06-17,,
LCWP23CI,James Ascencio,GTX Plus Pro,Finjob,Won,2017-06-17,2017-06-24,5306.0
KSOW4MUK,Kami Bicknell,GTX Basic,,Engaging,2017-06-17,,
FHYD80FB,Kami Bicknell,GTX Pro,,Engaging,2017-06-17,,
1ORXGKVH,Kary Hendrixson,GTX Pro,Sonron,Engaging,2017-06-17,,
XQ4FN1KA,Kary Hendrixson,GTX Pro,Golddex,Lost,2017-06-17,2017-09-06,0.0
9BTSKY01,Lajuana Vencill,MG Special,Inity,Won,2017-06-17,2017-09-19,60.0
EGEJA2HY,Markita Hansen,GTX Basic,,Engaging,2017-06-17,,
CQZSFN7C,Markita Hansen,GTK 500,Konex,Lost,2017-06-17,2017-08-15,0.0
81LMZHD1,Moses Frase,GTX Plus Pro,Bioholding,Won,2017-06-17,2017-08-16,5018.0
TIPG6R0Z,Vicki Laflamme,GTX Basic,,Engaging,2017-06-17,,
1J5Y9X1H,Vicki Laflamme,MG Advanced,Groovestreet,Won,2017-06-17,2017-09-17,3295.0
6LC0XB2D,Anna Snelling,MG Special,Rundofase,Won,2017-06-18,2017-08-29,61.0
YKC8JUSY,Boris Faz,GTX Plus Pro,Mathtouch,Lost,2017-06-18,2017-07-01,0.0
H3DYTZIQ,Cassey Cress,GTX Plus Basic,Scottech,Engaging,2017-06-18,,
PAQTBHVA,Cassey Cress,MG Special,Zathunicon,Won,2017-06-18,2017-09-23,59.0
HEWKNHTH,Daniell Hammack,GTX Plus Pro,,Engaging,2017-06-18,,
EFIR7HGR,Daniell Hammack,MG Advanced,Groovestreet,Engaging,2017-06-18,,
JRWBU9BS,Daniell Hammack,GTX Pro,Mathtouch,Won,2017-06-18,2017-06-26,3720.0
DXF00KY4,Darcel Schlecht,MG Advanced,Isdom,Lost,2017-06-18,2017-08-15,0.0
K6ZDH79M,Darcel Schlecht,GTX Pro,Funholding,Won,2017-06-18,2017-08-16,5088.0
GKL9QV5B,Elease Gluck,GTX Plus Pro,Scotfind,Won,2017-06-18,2017-06-28,6666.0
1V3IQVOF,Gladys Colclough,GTX Plus Basic,Ron-tech,Lost,2017-06-18,2017-08-02,0.0
BH7EXL5M,Gladys Colclough,GTX Pro,Isdom,Won,2017-06-18,2017-06-23,5115.0
H176AX96,James Ascencio,MG Advanced,Gekko & Co,Engaging,2017-06-18,,
K0HLZM4Q,Jonathan Berthelot,GTX Basic,Stanredtax,Lost,2017-06-18,2017-08-21,0.0
BTNSR87A,Jonathan Berthelot,GTX Plus Basic,Isdom,Won,2017-06-18,2017-07-01,1149.0
L58MN75X,Jonathan Berthelot,GTX Pro,Bioholding,Won,2017-06-18,2017-09-15,5220.0
SWV0JUQJ,Jonathan Berthelot,MG Special,Stanredtax,Won,2017-06-18,2017-06-22,60.0
XU836DFA,Kami Bicknell,GTX Basic,,Engaging,2017-06-18,,
910IXBKP,Kami Bicknell,GTX Basic,Lexiqvolax,Won,2017-06-18,2017-06-22,551.0
NTNYA5PE,Markita Hansen,GTX Basic,Cheers,Won,2017-06-18,2017-09-28,505.0
AHRCT8IP,Marty Freudenburg,GTX Basic,Warephase,Lost,2017-06-18,2017-09-03,0.0
ESH4HX52,Marty Freudenburg,GTX Plus Pro,Globex Corporation,Won,2017-06-18,2017-08-21,5472.0
P8LGQH9G,Niesha Huffines,GTX Pro,Genco Pura Olive Oil Company,Lost,2017-06-18,2017-06-21,0.0
VT1LZKEY,Vicki Laflamme,GTX Basic,Fasehatice,Lost,2017-06-18,2017-08-29,0.0
0WC2J3UP,Anna Snelling,GTX Basic,Funholding,Lost,2017-06-19,2017-08-28,0.0
VWSFZUNS,Anna Snelling,GTX Plus Pro,Hottechi,Won,2017-06-19,2017-08-24,5271.0
F3UB81V7,Boris Faz,MG Special,Bioplex,Won,2017-06-19,2017-08-23,49.0
SEX08VFB,Cassey Cress,MG Advanced,Opentech,Lost,2017-06-19,2017-06-30,0.0
961ED0B1,Corliss Cosme,GTX Plus Basic,,Engaging,2017-06-19,,
FLANUQCV,Corliss Cosme,GTX Plus Basic,Initech,Won,2017-06-19,2017-09-21,1236.0
8MKXIQQK,Daniell Hammack,GTX Pro,Zencorporation,Won,2017-06-19,2017-06-21,5388.0
NDMY5PPT,Darcel Schlecht,GTX Pro,Conecom,Lost,2017-06-19,2017-08-27,0.0
E4H6CBPJ,Darcel Schlecht,GTX Pro,Funholding,Won,2017-06-19,2017-09-26,5449.0
1FAMR9UR,Darcel Schlecht,GTX Pro,Funholding,Won,2017-06-19,2017-06-25,5030.0
SYJKN818,Darcel Schlecht,GTX Pro,Hottechi,Won,2017-06-19,2017-08-22,5195.0
VMTPCY5G,Hayden Neloms,MG Special,Condax,Won,2017-06-19,2017-06-25,55.0
CV0BDYMP,Hayden Neloms,MG Special,Fasehatice,Won,2017-06-19,2017-09-29,62.0
7DI7A7G7,James Ascencio,GTX Basic,Sunnamplex,Won,2017-06-19,2017-08-19,459.0
WE7YS7HD,Kami Bicknell,GTX Basic,Y-corporation,Lost,2017-06-19,2017-08-25,0.0
4DLOXD13,Kami Bicknell,GTX Plus Basic,Y-corporation,Won,2017-06-19,2017-08-07,1097.0
XN63KZRZ,Kami Bicknell,GTX Plus Pro,Plexzap,Won,2017-06-19,2017-09-29,5033.0
LLQCQOCR,Kary Hendrixson,GTX Plus Basic,,Engaging,2017-06-19,,
WSG25BZ9,Kary Hendrixson,GTX Pro,Blackzim,Won,2017-06-19,2017-09-22,4966.0
6GL2LRUH,Kary Hendrixson,MG Special,Finjob,Won,2017-06-19,2017-06-24,52.0
K0G1IB3Q,Markita Hansen,MG Special,Doncon,Won,2017-06-19,2017-06-27,54.0
54OH0061,Maureen Marcano,GTX Pro,,Engaging,2017-06-19,,
UYJDOT4Q,Maureen Marcano,GTX Plus Pro,Sonron,Won,2017-06-19,2017-09-12,5816.0
VOSSIXSY,Maureen Marcano,MG Special,Condax,Won,2017-06-19,2017-09-03,53.0
ILUMUKG8,Maureen Marcano,MG Advanced,Plexzap,Won,2017-06-19,2017-08-15,3994.0
DYUWF61W,Moses Frase,GTX Plus Pro,Warephase,Lost,2017-06-19,2017-06-28,0.0
NUNQGOUW,Moses Frase,MG Special,Statholdings,Won,2017-06-19,2017-09-04,57.0
CKT1GTY2,Reed Clapper,MG Special,Condax,Lost,2017-06-19,2017-07-02,0.0
FUHP1IXR,Rosalina Dieter,MG Advanced,Scotfind,Won,2017-06-19,2017-08-05,3752.0
TJEEFJG8,Rosie Papadopoulos,GTX Pro,Condax,Won,2017-06-19,2017-09-21,4759.0
ABRQIWS9,Versie Hillebrand,GTX Basic,Statholdings,Won,2017-06-19,2017-08-24,555.0
B3K4Z5L0,Violet Mclelland,GTX Basic,Umbrella Corporation,Lost,2017-06-19,2017-06-24,0.0
PCVNB0NO,Zane Levy,GTX Basic,,Engaging,2017-06-19,,
IVCON5CU,Zane Levy,GTX Plus Basic,Konex,Won,2017-06-19,2017-09-20,1213.0
RQXFD7FW,Zane Levy,GTX Pro,Sonron,Won,2017-06-19,2017-09-08,4428.0
LUP7FYS5,Boris Faz,GTX Plus Pro,Xx-zobam,Lost,2017-06-20,2017-07-02,0.0
WEKW3XIN,Cassey Cress,GTX Plus Pro,Condax,Engaging,2017-06-20,,
REVQ7DSW,Cassey Cress,GTX Pro,Konex,Lost,2017-06-20,2017-08-08,0.0
YSNODM63,Cecily Lampkin,GTX Plus Pro,Streethex,Lost,2017-06-20,2017-06-27,0.0
PN3T4FUG,Corliss Cosme,GTX Basic,Xx-zobam,Lost,2017-06-20,2017-09-21,0.0
AQ3HBL9S,Daniell Hammack,GTX Pro,Iselectrics,Lost,2017-06-20,2017-06-25,0.0
VE4LZ8F5,Daniell Hammack,MG Special,Kan-code,Won,2017-06-20,2017-08-25,62.0
Q5R1PYJS,Darcel Schlecht,GTX Pro,Bioholding,Lost,2017-06-20,2017-09-11,0.0
5AOWZ6AG,Donn Cantrell,MG Advanced,Silis,Won,2017-06-20,2017-08-09,3546.0
E29GOFUV,Elease Gluck,MG Special,Sumace,Engaging,2017-06-20,,
2MKG6ZDD,James Ascencio,GTX Basic,Domzoom,Engaging,2017-06-20,,
RUFJMV3I,James Ascencio,MG Special,,Engaging,2017-06-20,,
3AIA6RL3,Jonathan Berthelot,GTX Plus Basic,Hottechi,Won,2017-06-20,2017-08-20,1132.0
KDPBAHOJ,Kami Bicknell,MG Advanced,,Engaging,2017-06-20,,
OXPNURPT,Kami Bicknell,GTX Basic,Cheers,Lost,2017-06-20,2017-08-13,0.0
9TRVSW35,Maureen Marcano,MG Special,Condax,Won,2017-06-20,2017-08-19,57.0
GTH3VIDW,Maureen Marcano,MG Special,Fasehatice,Won,2017-06-20,2017-06-23,61.0
WFNKJ2LT,Maureen Marcano,MG Special,Plusstrip,Won,2017-06-20,2017-07-01,57.0
P7GCDFU8,Reed Clapper,GTX Basic,Massive Dynamic,Won,2017-06-20,2017-09-14,649.0
96798U7Y,Rosie Papadopoulos,GTX Pro,,Engaging,2017-06-20,,
O22J2QPD,Rosie Papadopoulos,GTX Pro,Donware,Lost,2017-06-20,2017-08-15,0.0
ACOJBA02,Versie Hillebrand,GTX Plus Pro,Finhigh,Won,2017-06-20,2017-07-01,4813.0
2FGEGLVU,Vicki Laflamme,MG Special,Doncon,Lost,2017-06-20,2017-06-23,0.0
FQB53DQH,Vicki Laflamme,MG Special,Blackzim,Won,2017-06-20,2017-07-01,51.0
1C2V9RAO,Vicki Laflamme,MG Advanced,Goodsilron,Won,2017-06-20,2017-09-13,3241.0
MNTTYFR6,Violet Mclelland,MG Special,Initech,Lost,2017-06-20,2017-08-04,0.0
7FN6LV2E,Violet Mclelland,GTX Basic,Sumace,Won,2017-06-20,2017-09-12,592.0
B6Z5NFV0,Wilburn Farren,MG Advanced,,Engaging,2017-06-20,,
V8I2CE9V,Wilburn Farren,GTX Basic,Zotware,Won,2017-06-20,2017-09-20,506.0
VH6OFWCV,Zane Levy,MG Advanced,,Engaging,2017-06-20,,
1FXXXLJY,Zane Levy,GTX Basic,Labdrill,Lost,2017-06-20,2017-09-25,0.0
NYI5VMXK,Anna Snelling,MG Advanced,Codehow,Won,2017-06-21,2017-09-06,3571.0
OJ1NQRDS,Cassey Cress,GTX Basic,The New York Inquirer,Lost,2017-06-21,2017-08-30,0.0
Z9W748SJ,Cassey Cress,MG Special,Iselectrics,Won,2017-06-21,2017-07-03,60.0
LWX9V7HI,Cassey Cress,MG Special,Konex,Won,2017-06-21,2017-09-15,59.0
PAQOPSR0,Corliss Cosme,GTX Basic,Silis,Won,2017-06-21,2017-06-25,551.0
BJO4VYLK,Daniell Hammack,GTX Pro,,Engaging,2017-06-21,,
AFQG21L7,Darcel Schlecht,GTX Pro,Funholding,Lost,2017-06-21,2017-07-01,0.0
RQJKAR7E,Darcel Schlecht,GTX Pro,Isdom,Lost,2017-06-21,2017-07-02,0.0
6BV9IARK,Darcel Schlecht,GTX Pro,Isdom,Won,2017-06-21,2017-07-01,4826.0
NTGU3NYS,Elease Gluck,MG Special,Green-Plus,Won,2017-06-21,2017-09-30,58.0
3F5AAJZB,Garret Kinder,GTX Pro,Gekko & Co,Won,2017-06-21,2017-06-26,5622.0
RJH0CL3Z,Gladys Colclough,MG Special,Hottechi,Lost,2017-06-21,2017-07-02,0.0
EK0KWGQX,Gladys Colclough,MG Advanced,Dontechi,Won,2017-06-21,2017-08-27,3177.0
K33NPCAY,Kami Bicknell,MG Special,Fasehatice,Won,2017-06-21,2017-08-11,56.0
14CNQKX8,Kary Hendrixson,GTX Pro,,Engaging,2017-06-21,,
1LLRNE8G,Maureen Marcano,GTX Plus Basic,Kan-code,Won,2017-06-21,2017-09-22,990.0
EFWND7VS,Niesha Huffines,GTX Basic,Warephase,Won,2017-06-21,2017-09-30,587.0
IR2D4ZG5,Rosie Papadopoulos,GTX Plus Pro,Bioplex,Won,2017-06-21,2017-06-27,6229.0
BYBZJBC9,Versie Hillebrand,MG Special,Warephase,Lost,2017-06-21,2017-08-02,0.0
BO8DSRV7,Vicki Laflamme,GTX Plus Basic,Xx-holding,Won,2017-06-21,2017-09-23,1027.0
LD1HNIUL,Vicki Laflamme,MG Advanced,Scotfind,Won,2017-06-21,2017-06-23,3559.0
RX39Z0P1,Zane Levy,GTX Basic,Green-Plus,Won,2017-06-21,2017-08-28,506.0
PFHUAJ47,Anna Snelling,MG Special,Gogozoom,Lost,2017-06-22,2017-07-03,0.0
CKJZ86N6,Anna Snelling,MG Advanced,Genco Pura Olive Oil Company,Lost,2017-06-22,2017-08-11,0.0
